,id,title_romaji,format,chapters,genres,tags,country,popularity,favourites,averageScore,status,description,desc_char_len,desc_word_count,sentiment_score,tag_count,is_Romance,is_Comedy,is_Drama,is_Fantasy,is_Action,is_School Life
10,74347,One Punch-Man,MANGA,28.0,"['Action', 'Comedy', 'Sci-Fi', 'Supernatural']","['superhero', 'super power', 'urban fantasy', 'parody', 'surreal comedy', 'kaiju', 'satire', 'meta', 'ensemble cast', 'male protagonist', 'primarily adult cast', 'slapstick', 'gods', 'cosmic horror', 'seinen', 'philosophy', 'urban', 'martial arts', 'cyborg', 'swordplay', 'gore', 'aliens', 'time manipulation', 'nudity']",JP,160360,13072,85.0,RELEASING,"In this new action-comedy, everything about a young man named Saitama screams ""AVERAGE,&rdquo; from his lifeless expression, to his bald head, to his unimpressive physique. However, this average-looking fellow doesn't have your average problem... He's actually a superhero that's looking for tough opponents! The problem is, every time he finds a promising candidate he beats the snot out of them in one punch. Can Saitama finally find an evil villain strong enough to challenge him? Follow Saitama through his hilarious romps as he searches for new bad guys to challenge!
<br><br>
(Source: Viz Media)",601,94,-0.07731157731157728,24,0,1,0,0,1,0
11,108556,SPY×FAMILY,MANGA,28.0,"['Action', 'Comedy', 'Slice of Life', 'Supernatural']","['family life', 'espionage', 'found family', 'war', 'surreal comedy', 'assassins', 'work', 'female protagonist', 'adoption', 'male protagonist', 'school', 'fake relationship', 'aliens', 'politics', 'shounen', 'heterosexual', 'marriage', 'orphan', 'ensemble cast', 'super power', 'hikikomori', 'slapstick', 'guns', 'parody', 'episodic', 'parenthood', 'foreign', 'terrorism', 'satire', 'iyashikei', 'urban', 'historical', 'anachronism', 'tsundere']",JP,148922,11214,83.0,RELEASING,"The master spy codenamed &lt;Twilight&gt; has spent his days on undercover missions, all for the dream of a better world. But one day, he receives a particularly difficult new order from command. For his mission, he must form a temporary family and start a new life?! A Spy/Action/Comedy about a one-of-a-kind family!<br><br>
(Source: MANGA Plus)<br><br>
<i>Notes:<br>
- Includes 2 ""Extra Missions"" and 11 “Short Missions”.<br>
- Nominated for the 24th Tezuka Osamu Cultural Prize in 2020.<br>
- Nominated for the 13th and 14th Manga Taisho Award in 2020 and 2021.<br>
- Nominated for the 44th Kodansha Manga Award in the Shounen Category in 2020.</i>",651,104,0.03409090909090909,34,0,1,0,0,1,0
12,30656,Vagabond,MANGA,28.0,"['Action', 'Adventure', 'Drama']","['swordplay', 'seinen', 'samurai', 'historical', 'philosophy', 'travel', 'coming of age', 'male protagonist', 'martial arts', 'tragedy', 'disability', 'survival', 'cultivation', 'biographical', 'gore', 'rural', 'heterosexual', 'war', 'outdoor activities', 'ghost', 'agriculture', 'classic literature', 'language barrier', 'fugitive', 'nudity', 'afterlife', 'rape']",JP,144337,17540,92.0,RELEASING,"At seventeen years of age, Miyamoto Musashi--still known by his childhood name, Shinmen Takezo--was a wild young brute just setting out along the way of the sword.
<br><br>
In the aftermath of the epic Battle of Sekigahara, Takezo finds himself a fugitive survivor on the losing side of the war. Takezo's vicious nature has made him an outcast even in his own village, and he is hunted down like an animal. At this crucial crossroads in Takezo's life, an eccentric monk and a childhood friend are the only ones who can help him find his way.
<br><br>
(Source: Viz)",564,99,-0.02839506172839506,27,0,0,1,0,1,0
13,87423,Yakusoku no Neverland,MANGA,181.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Thriller']","['survival', 'primarily child cast', 'body horror', 'demons', 'dystopian', 'war', 'found family', 'guns', 'female protagonist', 'shounen', 'politics', 'coming of age', 'alternate universe', 'travel', 'ensemble cast', 'conspiracy', 'anti-hero', 'time skip', 'gore', 'philosophy', 'male protagonist', 'amnesia', 'rural', 'heterosexual', 'augmented reality', 'suicide']",JP,125618,7012,79.0,FINISHED,"Emma, Norman and Ray are the brightest kids at the Grace Field House orphanage. And under the care of the woman they refer to as “Mom,” all the kids have enjoyed a comfortable life. Good food, clean clothes and the perfect environment to learn—what more could an orphan ask for? One day, though, Emma and Norman uncover the dark truth of the outside world they are forbidden from seeing.
<br><br>
(Source: Viz Media)
<br><br>
<i>Note: Nominated to the 22nd, 23rd, and 25th Annual Tezuka Osamu Cultural Prize.</i>",512,87,0.37962962962962965,26,0,0,1,1,0,0
14,30642,Vinland Saga,MANGA,220.0,"['Action', 'Adventure', 'Drama']","['rehabilitation', 'historical', 'coming of age', 'vikings', 'foreign', 'philosophy', 'seinen', 'male protagonist', 'war', 'revenge', 'tragedy', 'travel', 'found family', 'primarily adult cast', 'primarily male cast', 'slavery', 'gore', 'time skip', 'swordplay', 'ships', 'politics', 'medieval', 'rural', 'parenthood', 'class struggle', 'anti-hero', 'agriculture', 'pirates', 'environmental', 'religion', 'achronological order', 'language barrier', 'heterosexual', 'adoption', 'mythology', 'indigenous cultures', 'nudity', 'archery', 'wilderness', 'tomboy', 'transgender', 'lgbtq+ themes']",JP,125141,16074,90.0,FINISHED,"As a child, Thorfinn sat at the feet of the great Leif Ericson and thrilled to wild tales of a land far to the west. But his youthful fantasies were shattered by a mercenary raid. Raised by the Vikings who murdered his father, Thorfinn became a terrifying warrior, forever seeking to kill the band's leader, Askeladd, and avenge his father. Sustaining Thorfinn through his ordeal are his pride in his family and his dreams of a fertile westward land, a land without war or slavery … the land Leif called Vinland.
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Notes:<br>
- Won the Grand Prize at the Japan Media Arts Festival in 2009.<br>
- Winner of the 36th Kodansha Manga Award in the General category in 2012.</i>",714,124,0.1642857142857143,42,0,0,1,0,1,0
15,72451,Horimiya,MANGA,152.0,"['Comedy', 'Romance', 'Slice of Life']","['heterosexual', 'female protagonist', 'male protagonist', 'primarily teen cast', 'tsundere', 'school', 'family life', 'coming of age', 'ensemble cast', 'slapstick', 'episodic', 'shounen', 'love triangle', 'bullying', 'urban', 'time skip']",JP,114996,8437,82.0,FINISHED,"At school, Kyouko Hori is known for being smart, attractive, and popular. On the other hand, her classmate, the boring, gloomy Izumi Miyamura tends to get painted as a ""loser fanboy."" But when a liberally pierced and tattooed (not to mention downright gorgeous) Miyamura appears unexpectedly on the doorstep of secretly plain-Jane homebody Hori, these two similarly dissimilar teenagers discover that there are multiple sides to every story...and person!<br><br>(Source: Yen Press)
<br><br>
<i>Notes:<br>
-Includes 20 extra chapters.<br>
-The 17th volume got released on July 18, 2023. This was 2 years after its original ending. This new volume included 10 extra chapters.
</i>",678,102,0.10004638218923932,16,1,1,0,0,0,0
16,119257,Jeonjijeok Dokja Sijeom,MANGA,28.0,"['Action', 'Adventure', 'Fantasy']","['survival', 'post-apocalyptic', 'death game', 'full color', 'meta', 'male protagonist', 'gods', 'denpa', 'pov', 'time loop', 'tragedy', 'philosophy', 'astronomy', 'found family', 'alternate universe', 'cosmic horror', 'suicide', 'primarily adult cast', 'historical', 'battle royale', 'isekai', 'religion', 'swordplay', 'body horror', 'age regression', 'dragons', 'parody', 'ensemble cast', 'long strip', 'trains', 'adoption', 'crossover', 'demons', 'angels', 'terrorism', 'afterlife', 'female protagonist', 'zombie']",KR,113625,11727,86.0,RELEASING,"Back then, Dok-Ja had no idea. He had no idea his favorite web novel 'Three Ways to Survive the Apocalypse' was going to come to life, and that he would become the only person to know how the world was going to end. He also had no idea he would end up becoming the protagonist of this novel-turned-reality. Now, Dok-Ja will go on a journey to change the course of the story and save humankind once and for all.
<br><br>
(Source: WEBTOON, edited)",445,83,0.2375,38,0,0,0,1,1,0
17,102988,Tokyo卍Revengers,MANGA,279.0,"['Action', 'Drama', 'Romance', 'Supernatural']","['delinquents', 'gangs', 'time manipulation', 'time skip', 'tragedy', 'male protagonist', 'conspiracy', 'revenge', 'crime', 'shounen', 'age regression', 'urban', 'ensemble cast', 'motorcycles', 'heterosexual', 'suicide', 'espionage', 'love triangle', 'gore', 'mopeds', 'age gap', 'school', 'guns', 'adoption']",JP,111602,8102,73.0,FINISHED,"Hanagaki Takemichi was once a low-life punk, but after biting off more than he could chew with a gang in middle school, he ran away from his old life. Now that he’s an adult, the gang that once terrorized him has grown into the largest gang in Tokyo, and they’ve started killing people–including his old girlfriend! After learning this news, a mysterious force on a train platform shoves Takemichi right in front of an approaching train. As his life flashes before his eyes, he blinks to find himself transported back to middle school, before he fled from the gang! Now he has the chance to right what went wrong all those years ago. Can he save his girlfriend’s life in the future–and what else might he change if he’s rewriting the past?
<br><br>
(Source: Seven Seas Entertainment)
<br><br>
<i>Notes:<br>
- Winner of the Shounen Manga category of the 44th annual Kodansha Manga Awards.<br>
- Includes 1 extra chapter.</i>",923,158,0.046173469387755094,24,1,0,1,0,1,0
18,86635,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,MANGA,281.0,"['Comedy', 'Psychological', 'Romance', 'Slice of Life']","['school', 'heterosexual', 'tsundere', 'female protagonist', 'primarily teen cast', 'school club', 'ojou-sama', 'ensemble cast', 'coming of age', 'slapstick', 'male protagonist', 'seinen', 'parody', 'meta', 'episodic', 'love triangle', 'politics', 'conspiracy', 'philosophy', 'bullying', 'lgbtq+ themes', 'vtuber', 'foreign', 'crossdressing']",JP,110511,12951,88.0,FINISHED,"As leaders of their prestigious academy’s student council, Kaguya and Miyuki are the elite of the elite! But it’s lonely at the top… Luckily for them, they’ve fallen in love! There’s just one problem—they both have too much pride to admit it. And so begins the daily scheming to get the object of their affection to confess their romantic feelings first… Love is a war you win by losing.
<br><br>
(Source: Viz Media)
<br><br>
<i>Notes: <br>
- The first 10 chapters were published in Monthly Miracle Jump. It switched to Weekly Young Jump starting with Ch. 11, with the chapter count being reset. This entry still includes the first 10 chapters from Miracle Jump.<br>
- Winner of the 65th Shogakukan Manga Award for ""Best General Manga"" category in 2019.</i>",757,129,0.28630952380952385,24,1,1,0,0,0,0
19,106130,Blue Lock,MANGA,28.0,"['Action', 'Drama', 'Sports']","['football', 'male protagonist', 'battle royale', 'athletics', 'primarily male cast', 'primarily teen cast', 'ensemble cast', 'shounen', 'super power', 'anti-hero', 'fitness', 'foreign', 'augmented reality', 'tragedy', 'language barrier', 'suicide']",JP,110298,10125,82.0,RELEASING,"After a disastrous defeat at the 2018 World Cup, Japan's team struggles to regroup. But what's missing? An absolute Ace Striker, who can guide them to the win. The Japan Football Union is hell-bent on creating a striker who hungers for goals and thirsts for victory, and who can be the decisive instrument in turning around a losing match...and to do so, they've gathered 300 of Japan's best and brightest youth players. Who will emerge to lead the team...and will they be able to out-muscle and out-ego everyone who stands in their way?
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Note: Winner of the 45th Kodansha Manga Award in the Shounen Category in 2021.</i>",664,112,0.26666666666666666,16,0,0,1,0,1,0
20,30012,BLEACH,MANGA,706.0,"['Action', 'Adventure', 'Supernatural']","['shounen', 'swordplay', 'super power', 'ghost', 'male protagonist', 'war', 'ensemble cast', 'afterlife', 'tragedy', 'urban fantasy', 'conspiracy', 'large breasts', 'philosophy', 'primarily teen cast', 'coming of age', 'henshin', 'exorcism', 'heterosexual', 'anachronism', 'primarily male cast', 'time skip', 'gods', 'delinquents', 'body horror', 'marriage']",JP,108651,10015,79.0,FINISHED,"Ichigo Kurosaki has always been able to see ghosts, but this ability doesn't change his life nearly as much as his close encounter with Rukia Kuchiki, a Soul Reaper and member of the mysterious Soul Society. While fighting a Hollow, an evil spirit that preys on humans who display psychic energy, Rukia attempts to lend Ichigo some of her powers so that he can save his family; but much to her surprise, Ichigo absorbs every last drop of her energy. Now a full-fledged Soul Reaper himself, Ichigo quickly learns that the world he inhabits is one full of dangerous spirits and, along with Rukia— who is slowly regaining her powers— it's Ichigo's job to protect the innocent from Hollows and help the spirits themselves find peace.<br><br>
(Source: Viz Media)<br><br>
<i>Note: Chapter count includes the 12-chapter “Turn Back The Pendulum” side story and 8 extra chapters.</i>",874,145,0.04555555555555555,25,0,0,0,0,1,0
21,132029,Dandadan,MANGA,28.0,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Supernatural']","['youkai', 'urban fantasy', 'ghost', 'aliens', 'super power', 'shounen', 'female protagonist', 'surreal comedy', 'tokusatsu', 'male protagonist', 'henshin', 'ensemble cast', 'primarily teen cast', 'heterosexual', 'gyaru', 'shapeshifting', 'school', 'body horror', 'love triangle', 'exorcism', 'conspiracy', 'kaiju', 'curses', 'gore', 'terrorism', 'super robot', 'tragedy', 'chuunibyou', 'circus', 'nudity', 'gods', 'rape', 'dissociative identities', 'cannibalism', 'tsundere', 'bullying', 'acrobatics', 'amnesia', 'suicide']",JP,102718,9185,83.0,RELEASING,"Momo Ayase strikes up an unusual friendship with her school’s UFO fanatic, whom she nicknames “Okarun” because he has a name that is not to be said aloud. While Momo believes in spirits, she thinks aliens are nothing but nonsense. Her new friend, meanwhile, thinks the exact opposite. To settle matters, the two set out to prove each other wrong—Momo to a UFO hotspot and Okarun to a haunted tunnel! What unfolds next is a beautiful story of young love…and oddly horny aliens and spirits?
<br><br>
(Source: VIZ) 
<br><br>
<i>Notes:<br>
- Includes one extra chapter.<br>
- Nominated for the 15th Manga Taisho Award in 2022.</i>",626,105,0.08304063360881543,39,1,1,1,0,1,0
22,97852,"Komi-san wa, Komyushou desu.",MANGA,537.0,"['Comedy', 'Romance', 'Slice of Life']","['school', 'coming of age', 'kuudere', 'ensemble cast', 'episodic', 'male protagonist', 'female protagonist', 'love triangle', 'slapstick', 'disability', 'heterosexual', 'shounen', 'meta', 'gyaru', 'yandere', 'surreal comedy', '4-koma', 'agender', 'chuunibyou', 'crossdressing']",JP,100852,5632,77.0,FINISHED,"Timid Tadano is a total wallflower, and that’s just the way he likes it. But all that changes when he finds himself alone in a classroom on the first day of high school with the legendary Komi. He quickly realizes she isn’t aloof—she’s just super awkward. Now he’s made it his mission to help her on her quest to make 100 friends!
<br><br>
(Source: Viz Media)
<br><br>
<i>Notes:<br>
- Winner of the 67th Shogakukan Manga Award in the Shounen Category in 2021.<br>
- Chapter count includes 37 extra chapters.</i>",511,89,0.16583333333333333,20,1,1,0,0,0,0
23,86123,Black Clover,MANGA,28.0,"['Action', 'Comedy', 'Fantasy']","['magic', 'shounen', 'super power', 'demons', 'male protagonist', 'dissociative identities', 'lost civilization', 'elf', 'cultivation', 'heterosexual', 'class struggle', 'time skip', 'time manipulation', 'triads', 'medieval', 'tragedy', 'royal affairs', 'tsundere', 'female harem', 'age regression', 'dungeon']",JP,98369,6629,77.0,RELEASING,"Young Asta was born with no magic ability in a world where magic is everything. In order to prove his strength and keep a promise with his friend, Asta dreams of becoming the greatest mage in the land, the Wizard King!
<br><br>
(Source: Viz Media)",247,45,0.36,21,0,1,0,1,1,0
